0 	 0.5887	0.0043	 
1 	 0.6636	0.0047	 
2 	 0.7074	0.0034	 
3 	 0.7315	0.0041	 
4 	 0.7513	0.0039	 
5 	 0.7637	0.0058	 
6 	 0.7694	0.0049	 
7 	 0.7757	0.0054	 
8 	 0.7815	0.0032	 
9 	 0.7812	0.0054	 
10 	 0.7868	0.0045	 
11 	 0.7899	0.0057	 
12 	 0.7879	0.0058	 
13 	 0.7880	0.0048	 
14 	 0.7870	0.0056	 
15 	 0.7855	0.0058	 
16 	 0.7883	0.0052	 
17 	 0.7915	0.0073	 
18 	 0.7904	0.0056	 
19 	 0.7878	0.0040	 
20 	 0.7873	0.0052	 
21 	 0.7851	0.0044	 
22 	 0.7889	0.0072	 
23 	 0.7901	0.0047	 
24 	 0.7857	0.0062	 
25 	 0.7881	0.0036	 
26 	 0.7875	0.0054	 
27 	 0.7861	0.0054	 
28 	 0.7840	0.0059	 
29 	 0.7872	0.0066	 
30 	 0.7859	0.0055	 
31 	 0.7920	0.0071	 
32 	 0.7843	0.0056	 
33 	 0.7841	0.0054	 
34 	 0.7871	0.0055	 
35 	 0.7881	0.0045	 
36 	 0.7874	0.0058	 
37 	 0.7869	0.0065	 
38 	 0.7842	0.0052	 
39 	 0.7842	0.0061	 
40 	 0.7886	0.0061	 
41 	 0.7911	0.0049	 
42 	 0.7907	0.0066	 
43 	 0.7906	0.0057	 
44 	 0.7858	0.0048	 
45 	 0.7853	0.0054	 
46 	 0.7831	0.0063	 
47 	 0.7867	0.0065	 
48 	 0.7895	0.0057	 
49 	 0.7866	0.0072	 
50 	 0.7861	0.0046	 
51 	 0.7898	0.0065	 
52 	 0.7875	0.0062	 
53 	 0.7879	0.0050	 
54 	 0.7879	0.0053	 
55 	 0.7918	0.0056	 
56 	 0.7896	0.0063	 
57 	 0.7846	0.0055	 
58 	 0.7870	0.0060	 
59 	 0.7907	0.0071	 
60 	 0.7894	0.0074	 
61 	 0.7929	0.0042	 
62 	 0.7923	0.0058	 
63 	 0.7925	0.0063	 
64 	 0.7905	0.0065	 
65 	 0.7920	0.0072	 
66 	 0.7942	0.0073	 
67 	 0.7917	0.0076	 
68 	 0.7888	0.0063	 
69 	 0.7902	0.0064	 
70 	 0.7860	0.0081	 
71 	 0.7899	0.0067	 
72 	 0.7954	0.0086	 
73 	 0.7920	0.0042	 
74 	 0.7947	0.0055	 
75 	 0.7914	0.0070	 
76 	 0.7907	0.0077	 
77 	 0.7885	0.0089	 
78 	 0.7885	0.0082	 
79 	 0.7899	0.0088	 
80 	 0.7888	0.0086	 
81 	 0.7933	0.0061	 
82 	 0.7899	0.0085	 
83 	 0.7925	0.0064	 
84 	 0.7943	0.0089	 
85 	 0.7932	0.0072	 
86 	 0.7877	0.0064	 
87 	 0.7841	0.0076	 
88 	 0.7887	0.0075	 
89 	 0.7928	0.0083	 
90 	 0.7903	0.0070	 
91 	 0.7923	0.0080	 
92 	 0.7886	0.0082	 
93 	 0.7889	0.0071	 
94 	 0.7912	0.0074	 
95 	 0.7879	0.0086	 
96 	 0.7850	0.0083	 
97 	 0.7889	0.0081	 
98 	 0.7895	0.0064	 
99 	 0.7902	0.0065	 
100 	 0.7884	0.0072	 
101 	 0.7905	0.0079	 
102 	 0.7872	0.0077	 
103 	 0.7896	0.0055	 
104 	 0.7890	0.0077	 
105 	 0.7885	0.0084	 
106 	 0.7873	0.0078	 
107 	 0.7901	0.0066	 
108 	 0.7875	0.0077	 
109 	 0.7895	0.0081	 
110 	 0.7870	0.0093	 
111 	 0.7847	0.0076	 
112 	 0.7864	0.0085	 
113 	 0.7894	0.0088	 
114 	 0.7881	0.0094	 
115 	 0.7839	0.0090	 
116 	 0.7856	0.0087	 
117 	 0.7883	0.0086	 
118 	 0.7907	0.0088	 
119 	 0.7937	0.0093	 
120 	 0.7924	0.0094	 
121 	 0.7903	0.0086	 
122 	 0.7867	0.0094	 
123 	 0.7848	0.0104	 
124 	 0.7899	0.0097	 
125 	 0.7904	0.0096	 
126 	 0.7897	0.0095	 
127 	 0.7905	0.0098	 
128 	 0.7871	0.0089	 
129 	 0.7884	0.0090	 
130 	 0.7871	0.0092	 
131 	 0.7921	0.0089	 
132 	 0.7885	0.0109	 
133 	 0.7840	0.0107	 
134 	 0.7881	0.0097	 
135 	 0.7896	0.0098	 
136 	 0.7931	0.0100	 
137 	 0.7900	0.0087	 
138 	 0.7872	0.0109	 
139 	 0.7844	0.0093	 
140 	 0.7868	0.0095	 
141 	 0.7881	0.0097	 
142 	 0.7853	0.0099	 
