0 	 0.7178	 
1 	 0.6670	 
2 	 0.6389	 
3 	 0.6203	 
4 	 0.6084	 
5 	 0.5985	 
6 	 0.5895	 
7 	 0.5821	 
8 	 0.5762	 
9 	 0.5706	 
10 	 0.5654	 
11 	 0.5613	 
12 	 0.5570	 
13 	 0.5561	 
14 	 0.5537	 
15 	 0.5493	 
16 	 0.5480	 
17 	 0.5458	 
18 	 0.5443	 
19 	 0.5418	 
20 	 0.5384	 
21 	 0.5367	 
22 	 0.5336	 
23 	 0.5327	 
24 	 0.5289	 
25 	 0.5293	 
26 	 0.5268	 
27 	 0.5246	 
28 	 0.5231	 
29 	 0.5208	 
30 	 0.5197	 
31 	 0.5187	 
32 	 0.5178	 
33 	 0.5169	 
34 	 0.5131	 
35 	 0.5123	 
36 	 0.5117	 
37 	 0.5117	 
38 	 0.5117	 
39 	 0.5113	 
40 	 0.5100	 
41 	 0.5075	 
42 	 0.5071	 
43 	 0.5054	 
44 	 0.5050	 
45 	 0.5046	 
46 	 0.5036	 
47 	 0.5019	 
48 	 0.5015	 
49 	 0.5002	 
50 	 0.4985	 
51 	 0.4974	 
52 	 0.4954	 
53 	 0.4940	 
54 	 0.4946	 
55 	 0.4923	 
56 	 0.4923	 
57 	 0.4915	 
58 	 0.4909	 
59 	 0.4894	 
60 	 0.4879	 
61 	 0.4869	 
62 	 0.4864	 
63 	 0.4841	 
64 	 0.4817	 
65 	 0.4809	 
66 	 0.4798	 
67 	 0.4776	 
68 	 0.4755	 
69 	 0.4746	 
70 	 0.4724	 
71 	 0.4722	 
72 	 0.4688	 
73 	 0.4700	 
74 	 0.4682	 
75 	 0.4655	 
76 	 0.4627	 
77 	 0.4617	 
78 	 0.4596	 
79 	 0.4593	 
80 	 0.4575	 
81 	 0.4551	 
82 	 0.4523	 
83 	 0.4516	 
84 	 0.4480	 
85 	 0.4453	 
86 	 0.4419	 
87 	 0.4389	 
88 	 0.4361	 
89 	 0.4328	 
90 	 0.4280	 
91 	 0.4243	 
92 	 0.4177	 
93 	 0.4104	 
94 	 0.4016	 
95 	 0.3912	 
96 	 0.3783	 
97 	 0.3597	 
98 	 0.3322	 
99 	 0.2816	 
