0 	 0.7177	 
1 	 0.6664	 
2 	 0.6392	 
3 	 0.6211	 
4 	 0.6077	 
5 	 0.5983	 
6 	 0.5902	 
7 	 0.5832	 
8 	 0.5773	 
9 	 0.5714	 
10 	 0.5674	 
11 	 0.5639	 
12 	 0.5613	 
13 	 0.5574	 
14 	 0.5540	 
15 	 0.5518	 
16 	 0.5485	 
17 	 0.5461	 
18 	 0.5426	 
19 	 0.5406	 
20 	 0.5370	 
21 	 0.5350	 
22 	 0.5330	 
23 	 0.5309	 
24 	 0.5292	 
25 	 0.5271	 
26 	 0.5259	 
27 	 0.5238	 
28 	 0.5233	 
29 	 0.5211	 
30 	 0.5199	 
31 	 0.5182	 
32 	 0.5174	 
33 	 0.5154	 
34 	 0.5142	 
35 	 0.5129	 
36 	 0.5125	 
37 	 0.5116	 
38 	 0.5105	 
39 	 0.5109	 
40 	 0.5091	 
41 	 0.5072	 
42 	 0.5070	 
43 	 0.5054	 
44 	 0.5041	 
45 	 0.5013	 
46 	 0.5014	 
47 	 0.4993	 
48 	 0.4980	 
49 	 0.4954	 
50 	 0.4950	 
51 	 0.4945	 
52 	 0.4930	 
53 	 0.4932	 
54 	 0.4932	 
55 	 0.4922	 
56 	 0.4896	 
57 	 0.4886	 
58 	 0.4882	 
59 	 0.4865	 
60 	 0.4843	 
61 	 0.4842	 
62 	 0.4830	 
63 	 0.4833	 
64 	 0.4811	 
65 	 0.4806	 
66 	 0.4792	 
67 	 0.4785	 
68 	 0.4776	 
69 	 0.4753	 
70 	 0.4745	 
71 	 0.4734	 
72 	 0.4724	 
73 	 0.4704	 
74 	 0.4679	 
75 	 0.4666	 
76 	 0.4643	 
77 	 0.4639	 
78 	 0.4612	 
79 	 0.4596	 
80 	 0.4571	 
81 	 0.4554	 
82 	 0.4542	 
83 	 0.4522	 
84 	 0.4495	 
85 	 0.4478	 
86 	 0.4448	 
87 	 0.4420	 
88 	 0.4388	 
89 	 0.4350	 
90 	 0.4299	 
91 	 0.4246	 
92 	 0.4177	 
93 	 0.4108	 
94 	 0.4035	 
95 	 0.3918	 
96 	 0.3776	 
97 	 0.3594	 
98 	 0.3321	 
99 	 0.2816	 
